time_s,step,observation,action_pre_scale
1776933908.393580,21,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.0023362552747130394,0.02014652080833912,0.10879120975732803,-0.028205128386616707,-0.018315019086003304,0.02442002482712269,-0.0023362552747130394,-0.02014652080833912,-0.06043956056237221,0.02014652080833912,-0.0012291776947677135,0.0048758285120129585,-0.15626385807991028,2.948868751525879,1.7963378429412842,-2.0109479427337646,-0.541677713394165,1.584956407546997,0.14860115945339203,-2.1163947582244873,0.7633705735206604,0.03683212399482727,-1.840238332748413,0.5579195022583008,0.0,0.0,0.0]","[-0.15283961594104767,2.958919048309326,1.802498698234558,-2.02337384223938,-0.5506680011749268,1.586046814918518,0.14348600804805756,-2.1112632751464844,0.7788456082344055,0.03840767592191696,-1.8368903398513794,0.5553386211395264]"
1776933908.413669,22,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.02014652080833912,0.012087912298738956,0.0684981718659401,-0.004029304254800081,0.012210012413561344,0.018315019086003304,0.028205128386616707,0.04567432031035423,-0.04432234540581703,-0.004029304254800081,0.0,-0.006105006206780672,-0.15283961594104767,2.958919048309326,1.802498698234558,-2.02337384223938,-0.5506680011749268,1.586046814918518,0.14348600804805756,-2.1112632751464844,0.7788456082344055,0.03840767592191696,-1.8368903398513794,0.5553386211395264,0.0,0.0,0.0]","[-0.15371890366077423,2.955918073654175,1.800607442855835,-2.0218846797943115,-0.5500478744506836,1.5858770608901978,0.14579711854457855,-2.115482807159424,0.7746468186378479,0.03880736231803894,-1.8416683673858643,0.5562260150909424]"
1776933908.437199,23,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.0045806472189724445,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.028205128386616707,-0.04432234540581703,0.036263737827539444,-0.06043956056237221,0.0018614563159644604,0.007966459728777409,-0.004029304254800081,-0.012087912298738956,-0.004029304254800081,0.06043956056237221,0.006105006206780672,0.02442002482712269,-0.15371890366077423,2.955918073654175,1.800607442855835,-2.0218846797943115,-0.5500478744506836,1.5858770608901978,0.14579711854457855,-2.115482807159424,0.7746468186378479,0.03880736231803894,-1.8416683673858643,0.5562260150909424,0.0,0.0,0.0]","[-0.15361392498016357,2.955164670944214,1.799402117729187,-2.020291566848755,-0.5526413321495056,1.585329294204712,0.1458425372838974,-2.1155314445495605,0.7750584483146667,0.03812510147690773,-1.8378018140792847,0.5560665130615234]"
1776933908.454659,24,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.00496425898745656,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,-0.023088913410902023,0.012087912298738956,0.04432234540581703,0.04432234540581703,-0.0006045056506991386,0.01771051622927189,-0.03114752098917961,0.004029304254800081,-0.11684981733560562,-0.036263737827539444,-0.01771051250398159,-0.011605506762862206,-0.15361392498016357,2.955164670944214,1.799402117729187,-2.020291566848755,-0.5526413321495056,1.585329294204712,0.1458425372838974,-2.1155314445495605,0.7750584483146667,0.03812510147690773,-1.8378018140792847,0.5560665130615234,0.0,0.0,0.0]","[-0.1555274873971939,2.9556877613067627,1.8057039976119995,-2.0167202949523926,-0.5384915471076965,1.5861362218856812,0.1464405655860901,-2.115001916885376,0.7683715224266052,0.04172922298312187,-1.8488973379135132,0.5629763007164001]"
1776933908.473680,25,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,0.012087912298738956,-0.004029304254800081,-0.02014652080833912,-0.07655677944421768,0.0,0.030525030568242073,-0.02014652080833912,-0.053872935473918915,-0.09267399460077286,0.10879120975732803,0.0,0.018315019086003304,-0.1555274873971939,2.9556877613067627,1.8057039976119995,-2.0167202949523926,-0.5384915471076965,1.5861362218856812,0.1464405655860901,-2.115001916885376,0.7683715224266052,0.04172922298312187,-1.8488973379135132,0.5629763007164001,0.0,0.0,0.0]","[-0.15530017018318176,2.959496259689331,1.8078058958053589,-2.0212059020996094,-0.5449969172477722,1.5854175090789795,0.14516165852546692,-2.111825942993164,0.7707123756408691,0.03985367342829704,-1.8467137813568115,0.5630282163619995]"
1776933908.495087,26,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,0.0216694213449955,-0.06043956056237221,-0.004029304254800081,-0.004029304254800081,0.012210012413561344,0.006105006206780672,0.02014652080833912,0.02014652080833912,-0.036263737827539444,0.04432234540581703,0.006105006206780672,0.0,-0.15530017018318176,2.959496259689331,1.8078058958053589,-2.0212059020996094,-0.5449969172477722,1.5854175090789795,0.14516165852546692,-2.111825942993164,0.7707123756408691,0.03985367342829704,-1.8467137813568115,0.5630282163619995,0.0,0.0,0.0]","[-0.15414556860923767,2.9570350646972656,1.8032135963439941,-2.0203065872192383,-0.5478564500808716,1.5875020027160645,0.14561031758785248,-2.1160953044891357,0.7704949378967285,0.037094391882419586,-1.8437515497207642,0.5589829683303833]"
1776933908.514164,27,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.00496425898745656,6.278909683227539,-0.011274890042841434,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.02181798592209816,-0.02014652080833912,0.06043956056237221,0.06043956056237221,-0.010970043018460274,-0.0048650396056473255,-0.012087912298738956,0.004029304254800081,0.1265798956155777,-0.036263737827539444,-0.025659993290901184,0.01707504875957966,-0.15414556860923767,2.9570350646972656,1.8032135963439941,-2.0203065872192383,-0.5478564500808716,1.5875020027160645,0.14561031758785248,-2.1160953044891357,0.7704949378967285,0.037094391882419586,-1.8437515497207642,0.5589829683303833,0.0,0.0,0.0]","[-0.1539686620235443,2.9454193115234375,1.789355754852295,-2.010434627532959,-0.546048641204834,1.5886335372924805,0.14258141815662384,-2.111604690551758,0.7697442770004272,0.03435701131820679,-1.8248685598373413,0.5462518334388733]"
1776933908.540490,28,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.002247883938252926,-0.006137788761407137,0.00671320641413331,0.03626294434070587,-0.012087912298738956,0.05238095298409462,-0.004029304254800081,-0.006105006206780672,-0.012210012413561344,0.05238015949726105,-0.04432234540581703,-0.004028509836643934,-0.0846145898103714,-0.006105006206780672,0.0,-0.1539686620235443,2.9454193115234375,1.789355754852295,-2.010434627532959,-0.546048641204834,1.5886335372924805,0.14258141815662384,-2.111604690551758,0.7697442770004272,0.03435701131820679,-1.8248685598373413,0.5462518334388733,0.0,0.0,0.0]","[-0.1530219465494156,2.9522500038146973,1.793884515762329,-2.0138182640075684,-0.5450416207313538,1.5876930952072144,0.14705656468868256,-2.1148276329040527,0.7707241773605347,0.02949841320514679,-1.8327809572219849,0.5513437390327454]"
1776933908.554582,29,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.00496425898745656,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.007662197109311819,0.05238095298409462,0.036263737827539444,-0.14102564752101898,0.02416076883673668,-0.006364258471876383,-0.03989662975072861,-0.00038903113454580307,-0.028205128386616707,-0.008455019444227219,-0.018315019086003304,0.012210012413561344,-0.1530219465494156,2.9522500038146973,1.793884515762329,-2.0138182640075684,-0.5450416207313538,1.5876930952072144,0.14705656468868256,-2.1148276329040527,0.7707241773605347,0.02949841320514679,-1.8327809572219849,0.5513437390327454,0.0,0.0,0.0]","[-0.15361171960830688,2.959294319152832,1.8020243644714355,-2.025153636932373,-0.5552279353141785,1.5839627981185913,0.1448073387145996,-2.1095337867736816,0.7778563499450684,0.03900570794939995,-1.8385138511657715,0.5552780628204346]"
1776933908.573728,30,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.002247883938252926,-0.006329594645649195,0.0065214005298912525,-0.012087912298738956,0.028205128386616707,-0.012087912298738956,0.012087912298738956,-0.035372886806726456,0.019572164863348007,0.013725018128752708,0.034620512276887894,0.04432234540581703,-0.09431110322475433,0.007362155243754387,-0.010952863842248917,-0.15361171960830688,2.959294319152832,1.8020243644714355,-2.025153636932373,-0.5552279353141785,1.5839627981185913,0.1448073387145996,-2.1095337867736816,0.7778563499450684,0.03900570794939995,-1.8385138511657715,0.5552780628204346,0.0,0.0,0.0]","[-0.15481863915920258,2.9477083683013916,1.790952205657959,-2.011080265045166,-0.5440370440483093,1.5864490270614624,0.1470884531736374,-2.113422393798828,0.764285683631897,0.03308861702680588,-1.8370444774627686,0.5523031949996948]"
1776933908.596744,31,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.036263737827539444,-0.028205128386616707,0.028205128386616707,-0.02014652080833912,-0.0016867099329829216,0.06546835601329803,0.02014652080833912,0.02014652080833912,0.036263737827539444,0.01286589726805687,0.0044182962737977505,-0.0016867099329829216,-0.15481863915920258,2.9477083683013916,1.790952205657959,-2.011080265045166,-0.5440370440483093,1.5864490270614624,0.1470884531736374,-2.113422393798828,0.764285683631897,0.03308861702680588,-1.8370444774627686,0.5523031949996948,0.0,0.0,0.0]","[-0.1521465927362442,2.951547384262085,1.7926684617996216,-2.014714479446411,-0.5519406199455261,1.585825800895691,0.14464561641216278,-2.109710693359375,0.771843671798706,0.031102195382118225,-1.8310316801071167,0.5511057376861572]"
1776933908.613735,32,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.005129637662321329,0.009529044851660728,0.0151563985273242,0.0015381788834929466,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,-0.009557892568409443,0.04432234540581703,0.07102818787097931,0.05238095298409462,0.030525030568242073,-0.02279864251613617,-0.012087912298738956,0.012087912298738956,-0.02014652080833912,0.12490842491388321,0.006915698293596506,0.000810692086815834,-0.1521465927362442,2.951547384262085,1.7926684617996216,-2.014714479446411,-0.5519406199455261,1.585825800895691,0.14464561641216278,-2.109710693359375,0.771843671798706,0.031102195382118225,-1.8310316801071167,0.5511057376861572,0.0,0.0,0.0]","[-0.15405632555484772,2.9513182640075684,1.7945325374603271,-2.0182247161865234,-0.5444044470787048,1.586493730545044,0.1431039720773697,-2.107025623321533,0.7708231806755066,0.03789154067635536,-1.832050085067749,0.5465891361236572]"
1776933908.633512,33,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.021533522754907608,-0.02014652080833912,0.01875951699912548,-0.06043956056237221,0.019697219133377075,-0.02580222487449646,-0.004029304254800081,-0.004029304254800081,0.012087912298738956,-0.09267399460077286,0.023037824779748917,0.0291428305208683,-0.15405632555484772,2.9513182640075684,1.7945325374603271,-2.0182247161865234,-0.5444044470787048,1.586493730545044,0.1431039720773697,-2.107025623321533,0.7708231806755066,0.03789154067635536,-1.832050085067749,0.5465891361236572,0.0,0.0,0.0]","[-0.1541980654001236,2.9511971473693848,1.7934653759002686,-2.013951539993286,-0.5471293926239014,1.5853177309036255,0.14823023974895477,-2.115731954574585,0.7689790725708008,0.034986354410648346,-1.837193250656128,0.5530049204826355]"
1776933908.655437,34,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.012988114729523659,0.012087912298738956,0.036263737827539444,0.02014652080833912,0.010584411211311817,0.016689419746398926,0.012087912298738956,-0.036263737827539444,0.004029304254800081,0.004029304254800081,0.018315019086003304,0.012210012413561344,-0.1541980654001236,2.9511971473693848,1.7934653759002686,-2.013951539993286,-0.5471293926239014,1.5853177309036255,0.14823023974895477,-2.115731954574585,0.7689790725708008,0.034986354410648346,-1.837193250656128,0.5530049204826355,0.0,0.0,0.0]","[-0.1546890139579773,2.951563596725464,1.7948839664459229,-2.0139291286468506,-0.5446016192436218,1.5875211954116821,0.14497585594654083,-2.1112730503082275,0.7689389586448669,0.034364961087703705,-1.8319679498672485,0.5504966974258423]"
1776933908.674301,35,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.022348899394273758,0.004029304254800081,0.05238095298409462,-0.036263737827539444,0.0009745126590132713,0.007079515606164932,-0.01429029181599617,0.036263737827539444,0.004029304254800081,0.11684981733560562,0.02442002482712269,0.018315019086003304,-0.1546890139579773,2.951563596725464,1.7948839664459229,-2.0139291286468506,-0.5446016192436218,1.5875211954116821,0.14497585594654083,-2.1112730503082275,0.7689389586448669,0.034364961087703705,-1.8319679498672485,0.5504966974258423,0.0,0.0,0.0]","[-0.1530233919620514,2.9547622203826904,1.7963743209838867,-2.021512508392334,-0.5525547862052917,1.5852442979812622,0.14394091069698334,-2.1083765029907227,0.7753649950027466,0.03789600357413292,-1.8329119682312012,0.5486369132995605]"
1776933908.693512,36,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,-0.010363795794546604,0.0684981718659401,-0.028205128386616707,0.07655677944421768,0.01710137538611889,-0.013423653319478035,0.046046461910009384,-0.004029304254800081,0.004029304254800081,-0.04432234540581703,0.007318649906665087,-0.01099636871367693,-0.1530233919620514,2.9547622203826904,1.7963743209838867,-2.021512508392334,-0.5525547862052917,1.5852442979812622,0.14394091069698334,-2.1083765029907227,0.7753649950027466,0.03789600357413292,-1.8329119682312012,0.5486369132995605,0.0,0.0,0.0]","[-0.15587860345840454,2.9445724487304688,1.789363980293274,-2.0055325031280518,-0.5330864191055298,1.5886839628219604,0.1472208946943283,-2.111616373062134,0.7575955390930176,0.031160414218902588,-1.8373165130615234,0.549910843372345]"
1776933908.713696,37,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,-0.028205128386616707,-0.02014652080833912,0.04432234540581703,-0.02014652080833912,-0.018315019086003304,-0.012210012413561344,-0.02014652080833912,-0.02014652080833912,-0.04432234540581703,-0.04432234540581703,-0.006105006206780672,0.012210012413561344,-0.15587860345840454,2.9445724487304688,1.789363980293274,-2.0055325031280518,-0.5330864191055298,1.5886839628219604,0.1472208946943283,-2.111616373062134,0.7575955390930176,0.031160414218902588,-1.8373165130615234,0.549910843372345,0.0,0.0,0.0]","[-0.15271666646003723,2.954294204711914,1.7981998920440674,-2.0146896839141846,-0.5426053404808044,1.5867619514465332,0.14517132937908173,-2.1111903190612793,0.7702014446258545,0.0337538868188858,-1.8387202024459839,0.5553334355354309]"
1776933908.733535,38,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.00496425898745656,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,0.036263737827539444,0.028205128386616707,0.04432234540581703,-0.06043956056237221,0.018315019086003304,0.0,0.010311292484402657,0.029987957328557968,-0.028205128386616707,-0.09267399460077286,-0.018315019086003304,0.012210012413561344,-0.15271666646003723,2.954294204711914,1.7981998920440674,-2.0146896839141846,-0.5426053404808044,1.5867619514465332,0.14517132937908173,-2.1111903190612793,0.7702014446258545,0.0337538868188858,-1.8387202024459839,0.5553334355354309,0.0,0.0,0.0]","[-0.1535656750202179,2.9587671756744385,1.8008838891983032,-2.023444414138794,-0.5528961420059204,1.5863299369812012,0.1453368216753006,-2.1134841442108154,0.7749670147895813,0.03567472845315933,-1.8395590782165527,0.5552770495414734]"
1776933908.754251,39,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,-0.02014652080833912,-0.012087912298738956,0.04432234540581703,-0.09267399460077286,0.006105006206780672,0.0,0.021499600261449814,-0.037622757256031036,-0.07655677944421768,-0.028205128386616707,-0.006105006206780672,0.02442002482712269,-0.1535656750202179,2.9587671756744385,1.8008838891983032,-2.023444414138794,-0.5528961420059204,1.5863299369812012,0.1453368216753006,-2.1134841442108154,0.7749670147895813,0.03567472845315933,-1.8395590782165527,0.5552770495414734,0.0,0.0,0.0]","[-0.15413299202919006,2.958555221557617,1.804359793663025,-2.0219359397888184,-0.5506952404975891,1.5849367380142212,0.14820481836795807,-2.119763135910034,0.7757524251937866,0.03865061327815056,-1.8449628353118896,0.5622008442878723]"
1776933908.775552,40,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,0.02014652080833912,-0.004029304254800081,-0.0684981718659401,-0.028205128386616707,-0.016554955393075943,-0.010449951514601707,-0.05301222950220108,0.004029304254800081,-0.05238095298409462,-0.09267399460077286,0.0348699726164341,-0.007865069434046745,-0.15413299202919006,2.958555221557617,1.804359793663025,-2.0219359397888184,-0.5506952404975891,1.5849367380142212,0.14820481836795807,-2.119763135910034,0.7757524251937866,0.03865061327815056,-1.8449628353118896,0.5622008442878723,0.0,0.0,0.0]","[-0.15658964216709137,2.9555132389068604,1.8040634393692017,-2.0143277645111084,-0.5406317114830017,1.5866097211837769,0.1479603499174118,-2.115607261657715,0.7625752091407776,0.038728754967451096,-1.849226951599121,0.5634632706642151]"
1776933908.793463,41,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.0151563985273242,0.001921790768392384,-0.0045806472189724445,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,0.02014652080833912,-0.004029304254800081,-0.02014652080833912,0.012087912298738956,0.017590079456567764,0.023695088922977448,0.02284804731607437,-0.02014652080833912,0.10073260217905045,-0.028205128386616707,-0.017590079456567764,0.012934952042996883,-0.15658964216709137,2.9555132389068604,1.8040634393692017,-2.0143277645111084,-0.5406317114830017,1.5866097211837769,0.1479603499174118,-2.115607261657715,0.7625752091407776,0.038728754967451096,-1.849226951599121,0.5634632706642151,0.0,0.0,0.0]","[-0.15425847470760345,2.9482691287994385,1.7919353246688843,-2.009989023208618,-0.545403003692627,1.5893057584762573,0.14295890927314758,-2.1095921993255615,0.7660061120986938,0.030060313642024994,-1.828572154045105,0.5494182705879211]"
1776933908.814309,42,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011538511142134666,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.00496425898745656,6.278909683227539,-0.01165850181132555,0.0026314957067370415,-0.006329594645649195,0.0065214005298912525,0.028205128386616707,-0.02014652080833912,-0.06043956056237221,0.06043956056237221,-0.02918354794383049,0.013551494106650352,-0.04579078406095505,0.04432234540581703,0.04432234540581703,0.036263737827539444,0.006105006206780672,0.02442002482712269,-0.15425847470760345,2.9482691287994385,1.7919353246688843,-2.009989023208618,-0.545403003692627,1.5893057584762573,0.14295890927314758,-2.1095921993255615,0.7660061120986938,0.030060313642024994,-1.828572154045105,0.5494182705879211,0.0,0.0,0.0]","[-0.15499116480350494,2.9472315311431885,1.7910711765289307,-2.0083649158477783,-0.5394167900085449,1.5869271755218506,0.14505429565906525,-2.105882406234741,0.7596240043640137,0.03252100199460983,-1.8318301439285278,0.5475223064422607]"
1776933908.834600,43,"[0.058079756796360016,-0.08383311331272125,-0.9947858452796936,-0.011922122910618782,-0.004938686266541481,0.0047460258938372135,0.009529044851660728,0.014964592643082142,0.0017299847677350044,-0.00496425898745656,6.279293537139893,-0.01165850181132555,0.0026314957067370415,-0.006137788761407137,0.00671320641413331,-0.021267840638756752,0.04432234540581703,-0.06043956056237221,-0.036263737827539444,0.0,0.006105006206780672,-0.028205128386616707,-0.0029021892696619034,-0.07655677944421768,-0.05238095298409462,0.004589964170008898,0.01069497037678957,-0.15499116480350494,2.9472315311431885,1.7910711765289307,-2.0083649158477783,-0.5394167900085449,1.5869271755218506,0.14505429565906525,-2.105882406234741,0.7596240043640137,0.03252100199460983,-1.8318301439285278,0.5475223064422607,0.0,0.0,0.0]","[-0.15507584810256958,2.952054500579834,1.797783613204956,-2.0099520683288574,-0.535685122013092,1.5850856304168701,0.1479758620262146,-2.108578681945801,0.7599904537200928,0.033578597009181976,-1.8450567722320557,0.5579098463058472]"
