time_s,step,observation,action_pre_scale
1776846459.888965,1695,"[0.043597083538770676,-0.09413039684295654,-0.9946048259735107,-0.027000924572348595,-0.21255424618721008,0.2842170298099518,-0.15822061896324158,-0.43333056569099426,-0.04044583439826965,-0.10474324971437454,0.2514042258262634,0.13003668189048767,-0.3416511118412018,0.1792246550321579,-0.06902898848056793,-1.0770155191421509,-0.44259148836135864,1.8544387817382812,0.5616147518157959,0.24911117553710938,-1.8537248373031616,-1.3244431018829346,2.4496641159057617,-0.6582669019699097,0.907082200050354,0.16952572762966156,-1.7086999416351318,-0.24313370883464813,-0.23795774579048157,1.2884844541549683,-0.782904326915741,-36.37697219848633,-0.3274672031402588,-0.34614840149879456,0.46225208044052124,-0.001722291111946106,0.2050790786743164,-0.426747590303421,-0.5586537718772888,0.0,0.0,0.0]","[-0.13873600959777832,0.3784804046154022,0.2205294966697693,-1.4472792148590088,-35.39310836791992,-0.09386089444160461,0.2355368435382843,-0.6841477751731873,-0.9913250207901001,0.3913990557193756,-0.9727818965911865,-1.0701338052749634]"
1776846459.909121,1696,"[0.035862866789102554,-0.10699993371963501,-0.9936120510101318,-0.04660065099596977,-0.202676922082901,0.312149316072464,-0.1797170490026474,-0.4272707998752594,-0.06032010167837143,-0.103273905813694,0.2640288770198822,0.10331115126609802,-0.32541367411613464,0.18110881745815277,-0.10522343218326569,-0.9383280277252197,0.7046089172363281,1.2611690759658813,-1.39156973361969,0.2954643964767456,-0.8034464120864868,0.36771467328071594,0.22777774930000305,-1.4806567430496216,0.8206603527069092,0.07539868354797363,-1.8478279113769531,-0.13873600959777832,0.3784804046154022,0.2205294966697693,-1.4472792148590088,-35.39310836791992,-0.09386089444160461,0.2355368435382843,-0.6841477751731873,-0.9913250207901001,0.3913990557193756,-0.9727818965911865,-1.0701338052749634,0.0,0.0,0.0]","[-0.10042189061641693,0.8935317397117615,-1.159807562828064,-1.9674509763717651,-35.12723922729492,0.05696037411689758,0.7400702238082886,-1.663516879081726,-1.3259178400039673,0.5249831676483154,-1.5737204551696777,-1.4601771831512451]"
1776846459.929046,1697,"[0.01862296275794506,-0.11332467198371887,-0.9933834671974182,-0.06425497680902481,-0.16529859602451324,0.31025511026382446,-0.24074262380599976,-0.4223211407661438,-0.05960787087678909,-0.04919331520795822,0.2209283411502838,0.06558994203805923,-0.3077789545059204,0.18082548677921295,-0.14929059147834778,-0.860892653465271,2.124779224395752,-0.4188900291919708,-3.32185697555542,0.22914397716522217,0.17624419927597046,3.1225085258483887,-2.646190643310547,-1.9467849731445312,0.9029546976089478,-0.033530980348587036,-2.2835803031921387,-0.10042189061641693,0.8935317397117615,-1.159807562828064,-1.9674509763717651,-35.12723922729492,0.05696037411689758,0.7400702238082886,-1.663516879081726,-1.3259178400039673,0.5249831676483154,-1.5737204551696777,-1.4601771831512451,0.0,0.0,0.0]","[-0.1988712102174759,0.7916871309280396,-1.436013102531433,-2.1325151920318604,-35.83680725097656,0.10520337522029877,0.5503339767456055,-1.6834062337875366,-1.009515643119812,0.2226945459842682,-1.4377245903015137,-1.271808385848999]"
1776846459.948857,1698,"[0.0009410991333425045,-0.11161414533853531,-0.9937511682510376,-0.08426899462938309,-0.10642080008983612,0.27047455310821533,-0.32399648427963257,-0.42082202434539795,-0.04592541605234146,0.021237429231405258,0.13506940007209778,0.029652994126081467,-0.29099977016448975,0.17786121368408203,-0.18942764401435852,-1.0037193298339844,3.101921558380127,-2.3221685886383057,-4.263466835021973,0.052174217998981476,0.7581366300582886,3.508758306503296,-4.6066412925720215,-1.7520716190338135,0.8242620825767517,-0.22493717074394226,-1.6516621112823486,-0.1988712102174759,0.7916871309280396,-1.436013102531433,-2.1325151920318604,-35.83680725097656,0.10520337522029877,0.5503339767456055,-1.6834062337875366,-1.009515643119812,0.2226945459842682,-1.4377245903015137,-1.271808385848999,0.0,0.0,0.0]","[-0.2502584457397461,0.6813341379165649,-1.409092903137207,-2.0344624519348145,-36.16348648071289,0.09942586719989777,0.4134365916252136,-1.3926831483840942,-0.8033932447433472,-0.2935411334037781,-0.8388057351112366,-1.1185188293457031]"
1776846459.968870,1699,"[-0.011575263924896717,-0.10652495920658112,-0.9942426681518555,-0.10378256440162659,-0.03717338293790817,0.20024260878562927,-0.4064459204673767,-0.4213922321796417,-0.028190068900585175,0.07620678842067719,0.029780985787510872,0.001705244299955666,-0.28110817074775696,0.17121830582618713,-0.19305962324142456,-0.9411872625350952,3.5079667568206787,-3.727158308029175,-4.023143768310547,-0.03531006723642349,0.8882997035980225,2.559067487716675,-5.348843574523926,-1.3394944667816162,0.4123377203941345,-0.3081004023551941,-0.011162333190441132,-0.2502584457397461,0.6813341379165649,-1.409092903137207,-2.0344624519348145,-36.16348648071289,0.09942586719989777,0.4134365916252136,-1.3926831483840942,-0.8033932447433472,-0.2935411334037781,-0.8388057351112366,-1.1185188293457031,0.0,0.0,0.0]","[-0.28041136264801025,0.7520052194595337,-1.3011775016784668,-1.9977433681488037,-35.4401969909668,0.07890576124191284,0.3543308973312378,-1.1795951128005981,-0.553330659866333,-0.8433648943901062,-0.10363942384719849,-1.164319634437561]"
1776846459.988927,1700,"[-0.018683863803744316,-0.1002565398812294,-0.9947862029075623,-0.12081274390220642,0.03717014566063881,0.1110534593462944,-0.4759174585342407,-0.42066729068756104,-0.012576784007251263,0.11041716486215591,-0.07874691486358643,-0.019900007173419,-0.28283801674842834,0.17591656744480133,-0.1880892813205719,-0.8194051384925842,3.7430291175842285,-4.571119785308838,-3.328052520751953,0.04582379385828972,0.7480367422103882,1.559913158416748,-5.405734062194824,-1.0426632165908813,-0.202388733625412,0.37400364875793457,0.24945466220378876,-0.28041136264801025,0.7520052194595337,-1.3011775016784668,-1.9977433681488037,-35.4401969909668,0.07890576124191284,0.3543308973312378,-1.1795951128005981,-0.553330659866333,-0.8433648943901062,-0.10363942384719849,-1.164319634437561,0.0,0.0,0.0]","[-0.25773245096206665,0.8593809008598328,-1.1124330759048462,-1.7867505550384521,-34.42695617675781,0.07073714584112167,0.25819966197013855,-0.915044367313385,-0.28280460834503174,-1.4833143949508667,0.6007399559020996,-1.0935927629470825]"
1776846460.009233,1701,"[-0.022900057956576347,-0.09438776969909668,-0.9952720999717712,-0.13430236279964447,0.1152220368385315,0.016758395358920097,-0.5249749422073364,-0.4174346625804901,-0.0006936799618415534,0.12496733665466309,-0.17852574586868286,-0.034317295998334885,-0.3082062602043152,0.18001149594783783,-0.1841973215341568,-0.6381529569625854,3.917851448059082,-4.698237419128418,-2.255986213684082,0.16869573295116425,0.5623223781585693,0.5856435298919678,-4.874624252319336,-0.675804615020752,-1.5064778327941895,0.15089620649814606,0.1758529543876648,-0.25773245096206665,0.8593809008598328,-1.1124330759048462,-1.7867505550384521,-34.42695617675781,0.07073714584112167,0.25819966197013855,-0.915044367313385,-0.28280460834503174,-1.4833143949508667,0.6007399559020996,-1.0935927629470825,0.0,0.0,0.0]","[-0.21981461346149445,0.8682870268821716,-0.7289900183677673,-1.2928599119186401,-33.553306579589844,-0.04571368917822838,0.16862693428993225,-0.6360607147216797,-0.05719883739948273,-2.1914045810699463,1.0103225708007812,-0.904829204082489]"
1776846460.029026,1702,"[-0.029029279947280884,-0.09080202132463455,-0.9954457879066467,-0.14161761105060577,0.19192437827587128,-0.06605812907218933,-0.5349740982055664,-0.4126444160938263,0.0027832689229398966,0.12800981104373932,-0.260808527469635,-0.043625492602586746,-0.36516058444976807,0.18076124787330627,-0.18179090321063995,-0.30553776025772095,3.7898006439208984,-3.9939990043640137,-0.25496840476989746,0.23609867691993713,0.11672808229923248,0.10733377188444138,-3.928633213043213,-0.4494711756706238,-3.1065192222595215,0.026741262525320053,0.10876265168190002,-0.21981461346149445,0.8682870268821716,-0.7289900183677673,-1.2928599119186401,-33.553306579589844,-0.04571368917822838,0.16862693428993225,-0.6360607147216797,-0.05719883739948273,-2.1914045810699463,1.0103225708007812,-0.904829204082489,0.0,0.0,0.0]","[-0.14292481541633606,0.592969536781311,-0.3454597592353821,-0.6439235806465149,-33.206520080566406,-0.21744124591350555,0.07572030276060104,-0.3877544403076172,0.06864859163761139,-2.3607051372528076,1.1379969120025635,-0.6624202728271484]"
1776846460.049088,1703,"[-0.04159790650010109,-0.0886467918753624,-0.995194137096405,-0.14227692782878876,0.2537018656730652,-0.12623882293701172,-0.513247013092041,-0.40830475091934204,-0.007191427517682314,0.12353302538394928,-0.31553345918655396,-0.051548391580581665,-0.4433005750179291,0.18083494901657104,-0.17985019087791443,0.01749584451317787,2.89448618888855,-2.7780370712280273,1.3301494121551514,0.20337358117103577,-0.6135304570198059,-0.26722171902656555,-2.438415765762329,-0.37099772691726685,-3.974142074584961,-0.0010939032072201371,0.09338675439357758,-0.14292481541633606,0.592969536781311,-0.3454597592353821,-0.6439235806465149,-33.206520080566406,-0.21744124591350555,0.07572030276060104,-0.3877544403076172,0.06864859163761139,-2.3607051372528076,1.1379969120025635,-0.6624202728271484,0.0,0.0,0.0]","[-0.07690463960170746,0.24807944893836975,-0.08085349947214127,-0.18200473487377167,-33.39919662475586,-0.4490079879760742,-0.048977747559547424,-0.2072542905807495,0.3507908582687378,-2.13804030418396,0.8925170302391052,-0.48687487840652466]"
1776846460.069430,1704,"[-0.05195238068699837,-0.08741705119609833,-0.9948161840438843,-0.15551716089248657,0.2643740177154541,-0.14573757350444794,-0.5359333157539368,-0.40438947081565857,-0.03647104650735855,0.1073807030916214,-0.3327684700489044,-0.052577678114175797,-0.49942919611930847,0.18040145933628082,-0.17855575680732727,-1.0189008712768555,0.0648512989282608,-0.8242424726486206,-2.252415657043457,0.23582789301872253,-1.9708235263824463,-1.0855674743652344,-0.7790781259536743,-0.011890594847500324,-3.206540107727051,-0.026996806263923645,0.07197633385658264,-0.07690463960170746,0.24807944893836975,-0.08085349947214127,-0.18200473487377167,-33.39919662475586,-0.4490079879760742,-0.048977747559547424,-0.2072542905807495,0.3507908582687378,-2.13804030418396,0.8925170302391052,-0.48687487840652466,0.0,0.0,0.0]","[0.09137925505638123,0.081065833568573,0.03229515999555588,0.0723036527633667,-33.215423583984375,-0.46782031655311584,-0.09797622263431549,0.03643122315406799,0.5664438009262085,-1.8930732011795044,0.5407962799072266,-0.3547784388065338]"
1776846460.089503,1705,"[-0.04700896516442299,-0.08343645185232162,-0.9954037070274353,-0.1725449413061142,0.20425769686698914,-0.13790223002433777,-0.5520054697990417,-0.3993699848651886,-0.05589550361037254,0.07255495339632034,-0.3270287811756134,-0.04795987904071808,-0.5429800748825073,0.17871405184268951,-0.17671816051006317,-0.45492345094680786,-2.9906082153320312,0.5123255848884583,-0.24651245772838593,0.1529659479856491,-0.5373933911323547,-1.4762609004974365,0.551025390625,0.29471737146377563,-1.2055566310882568,-0.08052921295166016,0.07802993059158325,0.09137925505638123,0.081065833568573,0.03229515999555588,0.0723036527633667,-33.215423583984375,-0.46782031655311584,-0.09797622263431549,0.03643122315406799,0.5664438009262085,-1.8930732011795044,0.5407962799072266,-0.3547784388065338,0.0,0.0,0.0]","[0.2173493355512619,0.17523235082626343,0.12214907258749008,0.22682443261146545,-33.04487228393555,-0.43809813261032104,-0.04216280207037926,0.13757804036140442,0.7428930997848511,-1.6030887365341187,0.37271663546562195,-0.292682945728302]"
1776846460.109057,1706,"[-0.034059520810842514,-0.0734858289361,-0.9967144727706909,-0.16012848913669586,0.1442275494337082,-0.12341029942035675,-0.540779709815979,-0.39970850944519043,-0.05594475939869881,0.05513698235154152,-0.3003227114677429,-0.03584648668766022,-0.5386067628860474,0.1774269938468933,-0.1758030652999878,0.7862181663513184,-2.810575485229492,0.720664918422699,0.6350550651550293,-0.03477143868803978,0.12049959599971771,-0.831138551235199,1.2794322967529297,0.472413033246994,0.2522630989551544,-0.03833051025867462,0.028222238644957542,0.2173493355512619,0.17523235082626343,0.12214907258749008,0.22682443261146545,-33.04487228393555,-0.43809813261032104,-0.04216280207037926,0.13757804036140442,0.7428930997848511,-1.6030887365341187,0.37271663546562195,-0.292682945728302,0.0,0.0,0.0]","[0.13189424574375153,0.14118418097496033,0.2900085151195526,0.1961672455072403,-32.990631103515625,-0.27449554204940796,0.006942667067050934,0.09269443899393082,0.89030921459198,-1.4476696252822876,0.21310389041900635,-0.18900175392627716]"
1776846460.129070,1707,"[-0.011352441273629665,-0.07486703991889954,-0.9971289038658142,-0.13643066585063934,0.10560952126979828,-0.11036179959774017,-0.5227193236351013,-0.40209487080574036,-0.039333637803792953,0.04674958437681198,-0.2793983519077301,-0.030706973746418953,-0.5330687165260315,0.17505356669425964,-0.17381876707077026,1.260375738143921,-1.901899814605713,0.6540217399597168,0.9190207719802856,-0.14108532667160034,0.8300294876098633,-0.3301159143447876,1.1714341640472412,0.400668203830719,0.2780124247074127,-0.2075273096561432,0.1733100712299347,0.13189424574375153,0.14118418097496033,0.2900085151195526,0.1961672455072403,-32.990631103515625,-0.27449554204940796,0.006942667067050934,0.09269443899393082,0.89030921459198,-1.4476696252822876,0.21310389041900635,-0.18900175392627716,0.0,0.0,0.0]","[0.06544019281864166,0.02001015841960907,0.5305585861206055,0.2825303375720978,-32.870704650878906,-0.17521467804908752,0.01256675086915493,0.09099037200212479,0.9414221048355103,-1.4353370666503906,0.10072814673185349,-0.12358276546001434]"
1776846460.148924,1708,"[0.01328466460108757,-0.07662658393383026,-0.9969713687896729,-0.10891936719417572,0.06732109189033508,-0.09267167747020721,-0.49676063656806946,-0.4055313467979431,-0.024367379024624825,0.04479041323065758,-0.2456730753183365,-0.0106651671230793,-0.528616189956665,0.15894760191440582,-0.16215862333774567,1.3381905555725098,-1.8555192947387695,0.9783381223678589,1.6275503635406494,-0.1260223388671875,0.599946141242981,-0.07396997511386871,1.7797914743423462,1.143692135810852,0.20222976803779602,-0.9048503637313843,0.6483163833618164,0.06544019281864166,0.02001015841960907,0.5305585861206055,0.2825303375720978,-32.870704650878906,-0.17521467804908752,0.01256675086915493,0.09099037200212479,0.9414221048355103,-1.4353370666503906,0.10072814673185349,-0.12358276546001434,0.0,0.0,0.0]","[0.07245631515979767,-0.050579898059368134,0.7549929618835449,0.49060308933258057,-32.68857192993164,-0.09515127539634705,-0.0201562512665987,0.15170660614967346,0.9490253925323486,-1.3678714036941528,0.04074546694755554,-0.09012773633003235]"
1776846460.169011,1709,"[0.034706879407167435,-0.07587611675262451,-0.9965130686759949,-0.07948275655508041,0.026209738105535507,-0.06694908440113068,-0.4673393666744232,-0.40975674986839294,-0.009731638245284557,0.04238644987344742,-0.20217233896255493,0.017038600519299507,-0.5236793160438538,0.13291990756988525,-0.14453287422657013,1.4484343528747559,-2.0591015815734863,1.378091812133789,1.569066047668457,-0.18335679173469543,0.6704695224761963,-0.13352110981941223,2.2395153045654297,1.4359867572784424,0.2497648298740387,-1.347832441329956,0.9066230058670044,0.07245631515979767,-0.050579898059368134,0.7549929618835449,0.49060308933258057,-32.68857192993164,-0.09515127539634705,-0.0201562512665987,0.15170660614967346,0.9490253925323486,-1.3678714036941528,0.04074546694755554,-0.09012773633003235,0.0,0.0,0.0]","[0.12400832772254944,-0.0770302340388298,0.9297752976417542,0.7226683497428894,-32.52262878417969,-0.06976693868637085,-0.03966493904590607,0.26249516010284424,1.0189138650894165,-1.2634387016296387,0.03750560060143471,-0.09536312520503998]"
1776846460.189163,1710,"[0.05228468403220177,-0.07405158132314682,-0.9958828687667847,-0.052605438977479935,-0.010450471192598343,-0.031686462461948395,-0.42039281129837036,-0.4108339846134186,0.0011344922240823507,0.03947942703962326,-0.15505535900592804,0.04440122842788696,-0.5240188241004944,0.10957196354866028,-0.13030806183815002,1.27278733253479,-1.7179327011108398,1.8547601699829102,2.692946195602417,0.019438862800598145,0.44314274191856384,-0.1482686698436737,2.365877151489258,1.3897234201431274,-0.026680514216423035,-1.1354281902313232,0.6873005628585815,0.12400832772254944,-0.0770302340388298,0.9297752976417542,0.7226683497428894,-32.52262878417969,-0.06976693868637085,-0.03966493904590607,0.26249516010284424,1.0189138650894165,-1.2634387016296387,0.03750560060143471,-0.09536312520503998,0.0,0.0,0.0]","[0.09805870056152344,-0.15259674191474915,1.1722586154937744,0.8097870349884033,-32.36845397949219,-0.08876056969165802,-0.11583410203456879,0.421364426612854,1.0528723001480103,-1.182308316230774,0.07760892063379288,-0.08379444479942322]"
