time_s,step,observation,action_pre_scale
1777016360.424063,25,"[0.049026258289813995,-0.2534054219722748,-0.10784986615180969,0.01532142236828804,0.032187916338443756,-0.9993643760681152,-0.007304267026484013,0.001944791292771697,0.11210911720991135,0.020579161122441292,-0.0456228069961071,0.005314288195222616,0.0032074826303869486,0.0016675041988492012,-0.06112001836299896,0.010511484928429127,0.04652205854654312,-0.07718691229820251,0.0011599533027037978,-0.35561275482177734,-1.064237356185913,0.8510521650314331,0.6604478359222412,0.29513615369796753,-0.011419354006648064,-0.825217604637146,-0.7042323350906372,0.030449217185378075,0.33252477645874023,-0.3097088932991028,0.0007974803447723389,-0.0679389089345932,-0.2610613703727722,0.29498544335365295,0.043403372168540955,0.08229703456163406,0.04563426971435547,-0.37278932332992554,-0.6169559955596924,0.4875172972679138,-1.2885994911193848,-0.5686144232749939,0.0,0.0,0.0]","[-0.0027665384113788605,-0.07548515498638153,-0.27889326214790344,0.3460370898246765,0.16968272626399994,0.10505697131156921,0.009992625564336777,-0.35640081763267517,-0.5768452286720276,0.35644012689590454,-1.2833493947982788,-0.5462415814399719]"
1777016360.443976,26,"[0.06921182572841644,-0.29499951004981995,-0.20114773511886597,0.009629798121750355,0.03104878030717373,-0.9994714856147766,-0.007288123946636915,-0.0047483257949352264,0.08892685920000076,0.03813714161515236,-0.021558433771133423,0.012908571399748325,0.0028211961034685373,-0.015844225883483887,-0.07414227724075317,0.006705061998218298,0.05280656740069389,-0.08024345338344574,0.0009650150896050036,-0.32670965790748596,-1.1714752912521362,0.8786916732788086,1.2805763483047485,0.3873462378978729,-0.01986507885158062,-0.872357964515686,-0.640386164188385,-0.2408103346824646,0.30787837505340576,-0.12740467488765717,-0.0027665384113788605,-0.07548515498638153,-0.27889326214790344,0.3460370898246765,0.16968272626399994,0.10505697131156921,0.009992625564336777,-0.35640081763267517,-0.5768452286720276,0.35644012689590454,-1.2833493947982788,-0.5462415814399719,0.0,0.0,0.0]","[-0.009012065827846527,-0.08406588435173035,-0.24437165260314941,0.3891500234603882,0.316453754901886,0.11692622303962708,-0.037160784006118774,-0.3198842704296112,-0.4985222816467285,0.18218618631362915,-1.2597802877426147,-0.4988724887371063]"
1777016360.464144,27,"[0.024509670212864876,-0.04190234839916229,-0.12911967933177948,0.0071393344551324844,0.030650900676846504,-0.9995046257972717,-0.007455808110535145,-0.010416430421173573,0.07563535869121552,0.03606374189257622,-0.039282891899347305,0.01696593686938286,0.0009814919903874397,-0.035893749445676804,-0.08058487623929977,-0.00035319506423547864,0.04982603341341019,-0.08666372299194336,-0.0074081700295209885,-0.2710988521575928,-0.6843308210372925,0.05137036368250847,-0.1937776505947113,0.25333890318870544,-0.11856237798929214,-0.9746484756469727,-0.29222598671913147,-0.4053075909614563,-0.13042277097702026,-0.3275187313556671,-0.009012065827846527,-0.08406588435173035,-0.24437165260314941,0.3891500234603882,0.316453754901886,0.11692622303962708,-0.037160784006118774,-0.3198842704296112,-0.4985222816467285,0.18218618631362915,-1.2597802877426147,-0.4988724887371063,0.0,0.0,0.0]","[-0.024683281779289246,-0.09666281938552856,-0.15734359622001648,0.447829931974411,0.40848642587661743,0.1357254683971405,-0.06856474280357361,-0.2680760622024536,-0.366787850856781,-0.005539849400520325,-1.1264845132827759,-0.4069707691669464]"
1777016360.484154,28,"[0.060095567256212234,0.17329245805740356,-0.003030580934137106,0.00769598176702857,0.029292406514286995,-0.9995412826538086,-0.007558758370578289,-0.015585491433739662,0.0660015270113945,0.034920308738946915,-0.021096348762512207,0.01552868913859129,-0.004901145584881306,-0.052988626062870026,-0.08192939311265945,-0.013160218484699726,0.04555341228842735,-0.09281085431575775,-0.0026553429197520018,-0.2856820225715637,-0.34675315022468567,-0.30117273330688477,0.5682002305984497,-0.3090564012527466,-0.3415305018424988,-0.8351170420646667,-0.012923752889037132,-0.6304492354393005,-0.29889029264450073,-0.3283073902130127,-0.024683281779289246,-0.09666281938552856,-0.15734359622001648,0.447829931974411,0.40848642587661743,0.1357254683971405,-0.06856474280357361,-0.2680760622024536,-0.366787850856781,-0.005539849400520325,-1.1264845132827759,-0.4069707691669464,0.0,0.0,0.0]","[-0.037328604608774185,-0.11420741677284241,-0.02966390550136566,0.48611047863960266,0.5685682892799377,0.1485818326473236,-0.04920869320631027,-0.20542460680007935,-0.28086405992507935,-0.23623313009738922,-1.087080955505371,-0.26824018359184265]"
1777016360.504062,29,"[0.1725911945104599,0.2561397850513458,-0.056288812309503555,0.012073548510670662,0.026602542027831078,-0.9995731711387634,-0.0076243882067501545,-0.02377685345709324,0.06462317705154419,0.030293241143226624,-0.020349958911538124,0.010018592700362206,-0.011566368862986565,-0.06495127081871033,-0.0779041051864624,-0.030156126245856285,0.03386060148477554,-0.0944126695394516,-0.004522873554378748,-0.4312116503715515,-0.04111781716346741,-0.17851859331130981,-0.20590896904468536,-0.20770864188671112,-0.3084724247455597,-0.5446760058403015,0.2456534504890442,-0.8855534195899963,-0.6421100497245789,-0.050328534096479416,-0.037328604608774185,-0.11420741677284241,-0.02966390550136566,0.48611047863960266,0.5685682892799377,0.1485818326473236,-0.04920869320631027,-0.20542460680007935,-0.28086405992507935,-0.23623313009738922,-1.087080955505371,-0.26824018359184265,0.0,0.0,0.0]","[-0.04232129082083702,-0.11586906015872955,0.11914771050214767,0.5024142861366272,0.8704322576522827,0.12182794511318207,-0.035020072013139725,-0.22238585352897644,-0.23624393343925476,-0.5665183067321777,-1.140079140663147,-0.18557937443256378]"
1777016360.524140,30,"[0.18948549032211304,0.16270339488983154,-0.18019366264343262,0.016376985237002373,0.022885939106345177,-0.9996039271354675,-0.007775807287544012,-0.033100053668022156,0.06684968620538712,0.02986103855073452,-0.028953051194548607,0.009033819660544395,-0.013963392935693264,-0.07340887933969498,-0.06965643167495728,-0.05683031305670738,0.012619642540812492,-0.0926685556769371,-0.007915598340332508,-0.46438539028167725,0.13901974260807037,-0.0040969243273139,-0.423694908618927,-0.031927112489938736,-0.09009797871112823,-0.4004949927330017,0.43158382177352905,-1.4188610315322876,-1.1381559371948242,0.09278421103954315,-0.04232129082083702,-0.11586906015872955,0.11914771050214767,0.5024142861366272,0.8704322576522827,0.12182794511318207,-0.035020072013139725,-0.22238585352897644,-0.23624393343925476,-0.5665183067321777,-1.140079140663147,-0.18557937443256378,0.0,0.0,0.0]","[-0.04122325778007507,-0.10641394555568695,0.27125218510627747,0.48286351561546326,1.0823252201080322,0.05571617931127548,-0.07261907309293747,-0.25496727228164673,-0.12108948826789856,-0.7582972049713135,-1.197790503501892,-0.15555207431316376]"
1777016360.544200,31,"[0.16937482357025146,-0.017836084589362144,-0.2409251481294632,0.017361827194690704,0.019379233941435814,-0.9996614456176758,-0.00788301695138216,-0.041844721883535385,0.07263960689306259,0.030423756688833237,-0.035367123782634735,0.005955426953732967,-0.016031401231884956,-0.08083811402320862,-0.05940454825758934,-0.0942431390285492,-0.019845299422740936,-0.09003935009241104,-0.004504022188484669,-0.4302522838115692,0.31914496421813965,0.029871823266148567,-0.2951936423778534,-0.1747264862060547,-0.1116768941283226,-0.36357539892196655,0.5184013843536377,-1.9395099878311157,-1.7196810245513916,0.13359637558460236,-0.04122325778007507,-0.10641394555568695,0.27125218510627747,0.48286351561546326,1.0823252201080322,0.05571617931127548,-0.07261907309293747,-0.25496727228164673,-0.12108948826789856,-0.7582972049713135,-1.197790503501892,-0.15555207431316376,0.0,0.0,0.0]","[-0.04101209342479706,-0.0908069759607315,0.38643592596054077,0.4450366497039795,1.2615443468093872,-0.021517328917980194,-0.11677218973636627,-0.21602828800678253,0.08858561515808105,-0.8638625144958496,-1.2007051706314087,-0.1261245608329773]"
1777016360.564043,32,"[0.1477244794368744,-0.13217803835868835,-0.25989577174186707,0.015351611189544201,0.016361720860004425,-0.9997482895851135,-0.007958776317536831,-0.04865322262048721,0.08049941062927246,0.03064591996371746,-0.038745082914829254,-0.0013422856573015451,-0.01990472339093685,-0.08682768046855927,-0.04712742194533348,-0.13893911242485046,-0.06434197723865509,-0.08756011724472046,-0.00304842134937644,-0.3218938708305359,0.40490108728408813,0.008344159461557865,-0.14670683443546295,-0.3757256865501404,-0.20745578408241272,-0.27982020378112793,0.6279042959213257,-2.2680535316467285,-2.3261866569519043,0.12051886320114136,-0.04101209342479706,-0.0908069759607315,0.38643592596054077,0.4450366497039795,1.2615443468093872,-0.021517328917980194,-0.11677218973636627,-0.21602828800678253,0.08858561515808105,-0.8638625144958496,-1.2007051706314087,-0.1261245608329773,0.0,0.0,0.0]","[-0.044620417058467865,-0.07193472981452942,0.4629729092121124,0.39971351623535156,1.3886592388153076,-0.06592989712953568,-0.12275432795286179,-0.1273685246706009,0.33959805965423584,-0.8845049142837524,-1.0014663934707642,-0.08173390477895737]"
1777016360.584148,33,"[0.14669321477413177,-0.10774223506450653,-0.2771276533603668,0.01270091813057661,0.013528146781027317,-0.9998278021812439,-0.008017847314476967,-0.0524439699947834,0.08781187236309052,0.030616816133260727,-0.04098443314433098,-0.008942045271396637,-0.022973088547587395,-0.0893455371260643,-0.032049886882305145,-0.18445685505867004,-0.11658358573913574,-0.08482204377651215,-0.0028349070344120264,-0.16086772084236145,0.3531346917152405,-0.0025547537952661514,-0.1089731901884079,-0.3579164743423462,-0.14055338501930237,-0.0901176854968071,0.7723077535629272,-2.247119188308716,-2.654519557952881,0.13678696751594543,-0.044620417058467865,-0.07193472981452942,0.4629729092121124,0.39971351623535156,1.3886592388153076,-0.06592989712953568,-0.12275432795286179,-0.1273685246706009,0.33959805965423584,-0.8845049142837524,-1.0014663934707642,-0.08173390477895737,0.0,0.0,0.0]","[-0.04124249145388603,-0.05668964609503746,0.516416072845459,0.3560483455657959,1.4609386920928955,-0.10616008192300797,-0.09497283399105072,-0.02293766476213932,0.556991457939148,-0.811297595500946,-0.6957678198814392,-0.018209610134363174]"
1777016360.604135,34,"[0.14310632646083832,0.04510543867945671,-0.256708025932312,0.012180786579847336,0.010672882199287415,-0.9998688697814941,-0.007981272414326668,-0.05328209325671196,0.09189136326313019,0.029969165101647377,-0.04390779510140419,-0.01511253323405981,-0.02374962531030178,-0.08895041793584824,-0.014989101327955723,-0.2236173301935196,-0.1661466509103775,-0.07926569133996964,0.002507048426195979,-0.02752136066555977,0.17028763890266418,-0.0393359512090683,-0.155527263879776,-0.2828185260295868,-0.028377477079629898,0.038835808634757996,0.8610748052597046,-1.8800995349884033,-2.411050796508789,0.30110904574394226,-0.04124249145388603,-0.05668964609503746,0.516416072845459,0.3560483455657959,1.4609386920928955,-0.10616008192300797,-0.09497283399105072,-0.02293766476213932,0.556991457939148,-0.811297595500946,-0.6957678198814392,-0.018209610134363174,0.0,0.0,0.0]","[-0.02572418749332428,-0.04360475763678551,0.5681954622268677,0.3131340444087982,1.5125064849853516,-0.14010830223560333,-0.06062253564596176,0.04802994057536125,0.6629830002784729,-0.6877614855766296,-0.46894651651382446,0.0273604579269886]"
1777016360.624106,35,"[0.087614044547081,0.17663079500198364,-0.146452859044075,0.01489386335015297,0.008422968909144402,-0.9998536109924316,-0.007601977791637182,-0.0537288561463356,0.09271620213985443,0.028158098459243774,-0.04758399352431297,-0.022204196080565453,-0.023837707936763763,-0.08247096836566925,0.0031352294608950615,-0.24993376433849335,-0.18258021771907806,-0.06765492260456085,0.02189616858959198,-0.034284017980098724,0.028383705765008926,-0.10906464606523514,-0.20262643694877625,-0.3761739134788513,-0.004794061183929443,0.4003206491470337,0.9329906702041626,-1.1316086053848267,-0.4680449962615967,0.6348824501037598,-0.02572418749332428,-0.04360475763678551,0.5681954622268677,0.3131340444087982,1.5125064849853516,-0.14010830223560333,-0.06062253564596176,0.04802994057536125,0.6629830002784729,-0.6877614855766296,-0.46894651651382446,0.0273604579269886,0.0,0.0,0.0]","[-0.011113565415143967,-0.024042118340730667,0.6186919808387756,0.2734513580799103,1.559927225112915,-0.1613980084657669,-0.027173839509487152,0.10112246870994568,0.6855430006980896,-0.523470401763916,-0.31029582023620605,0.0579494871199131]"
1777016360.643945,36,"[0.0028905048966407776,0.13853789865970612,0.00487867183983326,0.01812838204205036,0.007745711132884026,-0.9998056888580322,-0.005889084190130234,-0.05512705072760582,0.09326639026403427,0.023557620123028755,-0.052255477756261826,-0.031103717163205147,-0.023768331855535507,-0.06770128756761551,0.02344745397567749,-0.25598645210266113,-0.18026886880397797,-0.05145339295268059,0.09620372951030731,-0.08196277171373367,0.03808600455522537,-0.2592622637748718,-0.2399703711271286,-0.44266587495803833,0.004030770156532526,0.8012980222702026,1.0309034585952759,-0.17485159635543823,0.13411684334278107,0.8222424983978271,-0.011113565415143967,-0.024042118340730667,0.6186919808387756,0.2734513580799103,1.559927225112915,-0.1613980084657669,-0.027173839509487152,0.10112246870994568,0.6855430006980896,-0.523470401763916,-0.31029582023620605,0.0579494871199131,0.0,0.0,0.0]","[-0.0014594458043575287,0.007206503301858902,0.6376221179962158,0.24519994854927063,1.539502739906311,-0.15452773869037628,0.02281665988266468,0.13990573585033417,0.6794497966766357,-0.291820228099823,-0.2033466100692749,0.07224079966545105]"
1777016360.664059,37,"[-0.06698641180992126,0.027262937277555466,0.12848427891731262,0.01956828683614731,0.008564543910324574,-0.9997718334197998,-0.0030613394919782877,-0.056914933025836945,0.09546217322349548,0.01602397859096527,-0.057602547109127045,-0.039161317050457,-0.023374885320663452,-0.04662417247891426,0.04387390613555908,-0.24595032632350922,-0.17223753035068512,-0.03479023650288582,0.14340585470199585,-0.09141203761100769,0.13083863258361816,-0.3993262052536011,-0.27724379301071167,-0.3943193554878235,0.021286822855472565,1.0947246551513672,1.0135825872421265,0.6241564750671387,0.4466097354888916,0.8204854130744934,-0.0014594458043575287,0.007206503301858902,0.6376221179962158,0.24519994854927063,1.539502739906311,-0.15452773869037628,0.02281665988266468,0.13990573585033417,0.6794497966766357,-0.291820228099823,-0.2033466100692749,0.07224079966545105,0.0,0.0,0.0]","[0.004287593066692352,0.05005081743001938,0.6270838975906372,0.22400827705860138,1.4292558431625366,-0.126811221241951,0.06994642317295074,0.15254177153110504,0.6551010608673096,0.01431678980588913,-0.13585315644741058,0.0765521377325058]"
1777016360.684174,38,"[-0.10639280825853348,-0.0797266736626625,0.19858591258525848,0.0187675878405571,0.010386370122432709,-0.999769926071167,-0.0002324412198504433,-0.05770492181181908,0.09922714531421661,0.0070222653448581696,-0.0642293244600296,-0.04460401087999344,-0.020178982987999916,-0.02251543663442135,0.06089632213115692,-0.2226410210132599,-0.1537502110004425,-0.019991612061858177,0.13637593388557434,-0.017818141728639603,0.16373905539512634,-0.42845582962036133,-0.2951146364212036,-0.21403460204601288,0.2221621870994568,1.2125439643859863,0.7161616086959839,0.9779342412948608,1.226832389831543,0.7096191644668579,0.004287593066692352,0.05005081743001938,0.6270838975906372,0.22400827705860138,1.4292558431625366,-0.126811221241951,0.06994642317295074,0.15254177153110504,0.6551010608673096,0.01431678980588913,-0.13585315644741058,0.0765521377325058,0.0,0.0,0.0]","[0.009901590645313263,0.09577129781246185,0.5906315445899963,0.21937347948551178,1.2239100933074951,-0.07973024249076843,0.0938141867518425,0.10596954822540283,0.5417234301567078,0.3575618267059326,-0.12501506507396698,0.06741659343242645]"
1777016360.704205,39,"[-0.08060500770807266,0.1324799656867981,0.20190054178237915,0.021014591678977013,0.011712792329490185,-0.9997105598449707,0.0015641205245628953,-0.05644246190786362,0.10072337090969086,0.0010138365905731916,-0.06994913518428802,-0.04512631520628929,-0.011234099045395851,-0.0005428590229712427,0.06498337537050247,-0.19927194714546204,-0.12018270045518875,-0.008887781761586666,0.08313858509063721,0.07779548317193985,0.05874703824520111,-0.2673898935317993,-0.30405393242836,-0.001774330623447895,0.4830165505409241,1.0578320026397705,0.11800611019134521,1.2205040454864502,1.7367875576019287,0.5186150074005127,0.009901590645313263,0.09577129781246185,0.5906315445899963,0.21937347948551178,1.2239100933074951,-0.07973024249076843,0.0938141867518425,0.10596954822540283,0.5417234301567078,0.3575618267059326,-0.12501506507396698,0.06741659343242645,0.0,0.0,0.0]","[0.012778930366039276,0.12071648240089417,0.5840252041816711,0.21509906649589539,1.132196307182312,-0.049142830073833466,0.10943019390106201,0.020381156355142593,0.34575939178466797,0.5978604555130005,-0.1358320266008377,0.048726875334978104]"
1777016360.724114,40,"[-0.05363970994949341,0.38672322034835815,0.3154207468032837,0.027395857498049736,0.012640669010579586,-0.9995447397232056,0.003128573065623641,-0.05297441780567169,0.10080131143331528,-0.0007239565602503717,-0.07649409770965576,-0.04349854961037636,0.00042424161802046,0.01470914389938116,0.05683368444442749,-0.1697513908147812,-0.0770985409617424,-0.0010138406651094556,0.0896167904138565,0.17794868350028992,-0.00020844652317464352,-0.05762067437171936,-0.3321707844734192,0.07041238248348236,0.5624686479568481,0.7078264355659485,-0.489738404750824,1.5648881196975708,2.2383792400360107,0.39294907450675964,0.012778930366039276,0.12071648240089417,0.5840252041816711,0.21509906649589539,1.132196307182312,-0.049142830073833466,0.10943019390106201,0.020381156355142593,0.34575939178466797,0.5978604555130005,-0.1358320266008377,0.048726875334978104,0.0,0.0,0.0]","[0.027879469096660614,0.11502183973789215,0.5621781349182129,0.2144325226545334,1.0810904502868652,-0.07156774401664734,0.16696703433990479,-0.04184924066066742,-0.06008478254079819,0.6826395392417908,-0.3944331407546997,-0.04531310498714447]"
